iter	Logloss
236	0.5285603903
237	0.5284325054
238	0.5283755887
239	0.5282373616
240	0.5280481332
241	0.5279568992
242	0.527853811
243	0.5277232426
244	0.5275869517
245	0.5275476497
246	0.527443502
247	0.5274222821
248	0.5273035081
249	0.5272642856
250	0.527177652
251	0.5270178155
252	0.526965741
253	0.5268732062
254	0.5267804823
255	0.5267536133
256	0.5265350099
257	0.5264956145
258	0.526254607
259	0.5262220508
260	0.5261164641
261	0.5260250957
262	0.5260057248
263	0.5259394313
264	0.5258411189
265	0.5255778556
266	0.5254322146
267	0.5252407704
268	0.5251144208
269	0.5249744251
270	0.5248037033
271	0.5247024444
272	0.5246011503
273	0.5245082104
274	0.5243767513
275	0.5242631516
276	0.5242127018
277	0.5241561048
278	0.5239928231
279	0.5238709996
280	0.5237678927
281	0.5236245704
282	0.5235159009
283	0.523470163
284	0.523431876
285	0.523324965
286	0.5231442616
287	0.5230058332
288	0.5228652442
289	0.5227938018
290	0.5227243056
291	0.5225035144
292	0.5224412073
293	0.5223875442
294	0.5223683027
295	0.5223358779
296	0.5221839815
297	0.5221233097
298	0.5220512711
299	0.5219731142
300	0.5218867357
301	0.5218026447
302	0.5216493077
303	0.5215108518
304	0.5214505202
305	0.5213847209
306	0.5213262423
307	0.5212361568
308	0.5211775578
309	0.5211227828
310	0.5210664073
311	0.5209251589
312	0.5208447353
313	0.5207722916
314	0.520660955
315	0.5204321575
316	0.520406205
317	0.5202063483
318	0.5201245192
319	0.5200820795
320	0.519864493
321	0.5196778845
322	0.5196670856
323	0.5196044351
324	0.5195846866
325	0.5195656516
326	0.5195126623
327	0.5194965283
328	0.5194521757
329	0.5194060652
330	0.519350851
331	0.5192957886
332	0.5192768337
333	0.519246198
334	0.5190714881
335	0.5190178462
336	0.5189995454
337	0.5189851564
338	0.5189564658
339	0.5189292872
340	0.5188658845
341	0.5188283747
342	0.5187826977
343	0.5187482326
344	0.5186891889
345	0.5186370175
346	0.5185769389
347	0.5185648227
348	0.5185348776
349	0.5184915953
350	0.5184455799
351	0.5184137182
352	0.518387322
353	0.5182883819
354	0.5182081467
355	0.5181410321
356	0.5180852558
357	0.5180759018
358	0.5179189266
359	0.517839793
360	0.5178106675
361	0.5177895568
362	0.517678939
363	0.5175595648
364	0.5174694165
365	0.5174436147
366	0.5174154274
367	0.5173012001
368	0.51726416
369	0.5172432549
370	0.5172046536
371	0.5171423786
372	0.5171098292
373	0.5170660113
374	0.5170439125
375	0.5169843343
376	0.5169166596
377	0.5168374945
378	0.5167307072
379	0.5167237388
380	0.5166802348
381	0.5166692497
382	0.5166284459
383	0.5166036018
384	0.5165810645
385	0.5165595621
386	0.5164906016
387	0.5164624141
388	0.5164409806
389	0.5163748763
390	0.5163615673
391	0.5163345459
392	0.5163229065
393	0.5162975434
394	0.5162777055
395	0.5162691962
396	0.5161826233
397	0.5161574179
398	0.5161424324
399	0.51604679
400	0.5159838208
401	0.5159742776
402	0.5159506794
403	0.51594007
404	0.5159012093
405	0.5158898163
406	0.5158739193
407	0.515855496
408	0.5158292439
409	0.5158060158
410	0.5157770125
411	0.5157739972
412	0.5157291099
413	0.5157048777
414	0.5156977199
415	0.5156227002
416	0.5155586973
417	0.5155175483
418	0.5154584105
419	0.5154329538
420	0.5154190476
421	0.5153968556
422	0.5153467902
423	0.5153167843
424	0.5152784269
425	0.5152428958
426	0.5152091231
427	0.5151836961
428	0.5151774497
429	0.5151707325
430	0.5151518078
431	0.5151092759
432	0.5150813082
433	0.5150454609
434	0.5150430118
435	0.5150196915
436	0.5150078908
437	0.5149938023
438	0.5149873314
439	0.5149581691
440	0.5149274362
441	0.5149189458
442	0.5148910086
443	0.5148736819
444	0.5148611881
445	0.5148449277
446	0.5148132553
447	0.5147972469
448	0.5147809874
449	0.5147712106
450	0.5147021881
451	0.5146787426
452	0.5146351444
453	0.5146075506
454	0.5146015552
455	0.5145837899
456	0.5145290486
457	0.5145261608
458	0.514491884
459	0.5144756245
460	0.5144688749
461	0.5144584315
462	0.5144531896
463	0.5144472873
464	0.5144259752
465	0.5143764739
466	0.5143488211
467	0.514347534
468	0.5142847257
469	0.5142381447
470	0.5142061907
471	0.514162404
472	0.5141501936
473	0.5140965508
474	0.5140928468
475	0.5140687412
476	0.5140388902
477	0.5140167287
478	0.5139923404
479	0.5139746372
480	0.5139467647
481	0.5139397389
482	0.5139091345
483	0.5138853073
484	0.5138572456
485	0.513839603
486	0.5138280527
487	0.5138120131
488	0.513805722
489	0.5137917225
490	0.5137820546
491	0.5137765592
492	0.5137577886
493	0.5137484101
494	0.5137348249
495	0.5137223949
496	0.5137080816
497	0.5137065749
498	0.5136981
499	0.5136827516
500	0.5136585499
501	0.5136437037
502	0.5136240856
503	0.5136168975
504	0.5135995395
505	0.5135571645
506	0.5135489406
507	0.5135339336
508	0.5135272466
509	0.5134793156
510	0.5134729969
511	0.5134574582
512	0.5134165888
513	0.5133920424
514	0.5133896001
515	0.5133815645
516	0.5133776409
517	0.5133540041
518	0.513348636
519	0.5133397557
520	0.5133290207
521	0.5133027481
522	0.5132686901
523	0.5132592734
524	0.5132410669
525	0.5132236764
526	0.5132238648
527	0.5132168972
528	0.513209458
529	0.5131798888
530	0.5131722413
531	0.5131575513
532	0.5131355475
533	0.5131285792
534	0.5131219459
535	0.5130973369
536	0.5130812639
537	0.5130740109
538	0.5130589442
539	0.5130481465
540	0.5130299085
541	0.513018576
542	0.5130149925
543	0.5130055123
544	0.5129969745
545	0.5129953422
546	0.5129886563
547	0.5129791443
548	0.5129672784
549	0.5129360148
550	0.5129184362
551	0.5128937016
552	0.512885665
553	0.5128675849
554	0.512844671
555	0.512839114
556	0.5128216292
557	0.5128195889
558	0.5127984014
559	0.5127875399
560	0.5127474247
561	0.5127467342
562	0.5127305375
563	0.5127256094
564	0.5127170402
565	0.5126882566
566	0.5126798463
567	0.5126593482
568	0.5126392278
569	0.512638913
570	0.5126351777
571	0.5126324782
572	0.5126295269
573	0.5126205182
574	0.5125980751
575	0.5125909185
576	0.5125732464
577	0.5125704214
578	0.512564331
579	0.5125462185
580	0.5125307436
581	0.5125260647
582	0.5125219527
583	0.5125187824
584	0.5125179358
585	0.5125014558
586	0.5125017383
587	0.512499231
588	0.5124975351
589	0.5124934545
590	0.5124932035
591	0.5124901595
592	0.5124714517
593	0.5124644107
594	0.5124465825
595	0.512449029
596	0.5124423036
597	0.5124260755
598	0.512426766
599	0.5124213347
600	0.5124038196
601	0.5124000842
602	0.5123933032
603	0.5123845144
604	0.5123798688
605	0.5123742189
606	0.5123514922
607	0.512350268
608	0.5123459677
609	0.5123411965
610	0.5123381822
611	0.5123340075
612	0.512326537
613	0.5122994481
614	0.5122852897
615	0.5122717925
616	0.5122528022
617	0.5122391166
618	0.5122303905
619	0.5122256121
620	0.5122112045
621	0.512204142
622	0.5121829857
623	0.5121807856
624	0.512176862
625	0.5121686694
626	0.5121649655
627	0.5121543237
628	0.512140481
629	0.5121340777
630	0.5121288701
631	0.512119265
632	0.5121124215
633	0.5121090314
634	0.5121053254
635	0.5121071144
636	0.5121050285
637	0.5120993793
638	0.5120977157
639	0.5120857566
640	0.5120795406
641	0.5120662629
642	0.5120402415
643	0.5120370712
644	0.5120255193
645	0.5120127753
646	0.5120075342
647	0.5119919339
648	0.5119838669
649	0.5119651904
650	0.5119642852
651	0.5119617426
652	0.5119522318
653	0.5119394565
654	0.5119283762
655	0.5119092603
656	0.5118970812
657	0.511886879
658	0.51187357
659	0.5118612028
660	0.5118493691
661	0.5118462595
662	0.5118451295
663	0.5118350223
664	0.5118269552
665	0.5118187618
666	0.5118046367
667	0.5117939332
668	0.5117874679
669	0.5117637378
670	0.5117431153
671	0.5117450928
672	0.5117416714
673	0.5117352994
674	0.5117335033
675	0.5117228318
676	0.5117213879
677	0.5117143558
678	0.5117109972
679	0.5117053785
680	0.5117004192
681	0.511693137
682	0.5116893703
683	0.5116772542
684	0.5116626897
685	0.5116622502
686	0.5116591427
687	0.5116510444
688	0.5116517044
689	0.5116502597
690	0.5116488472
691	0.5116455827
692	0.5116413236
693	0.5116426725
694	0.5116355785
695	0.511623839
696	0.5116149559
697	0.5116151443
698	0.5116121563
699	0.5116079501
700	0.5116005738
701	0.5115888978
702	0.511586167
703	0.5115844092
704	0.5115807367
705	0.5115714142
706	0.5115665489
707	0.5115629706
708	0.5115612755
709	0.5115568313
710	0.5115525615
711	0.511543647
712	0.511536302
713	0.5115301184
714	0.5115249706
715	0.5115183161
716	0.5115124464
717	0.5115075183
718	0.5115000477
719	0.5114941465
720	0.5114875549
721	0.5114779812
722	0.5114735554
723	0.5114611881
724	0.5114561344
725	0.5114531839
726	0.5114443322
727	0.511442543
728	0.5114362024
729	0.511436322
730	0.5114333086
731	0.51142882
732	0.511421318
733	0.5114135649
734	0.5114080717
735	0.51140826
736	0.5114092331
737	0.5114016684
738	0.5113957359
739	0.5113936319
740	0.5113869147
741	0.5113837758
742	0.5113831166
743	0.5113757716
744	0.5113752694
745	0.5113710013
746	0.5113688578
747	0.511365499
748	0.5113634893
749	0.5113483285
750	0.5113438082
751	0.5113316921
752	0.5113275487
753	0.5113246923
754	0.5113201401
755	0.5113110373
756	0.5113102526
757	0.5113045639
758	0.5113001999
759	0.511295774
760	0.5112884288
761	0.5112811466
762	0.5112767514
763	0.5112642272
764	0.5112506985
765	0.5112488779
766	0.511247687
767	0.5112469974
768	0.511245428
769	0.5112358857
770	0.5112350696
771	0.5112333119
772	0.5112302652
773	0.511225651
774	0.5112196871
775	0.5112121224
776	0.511203616
777	0.5112026429
778	0.5111925985
779	0.511184092
780	0.5111840605
781	0.5111683966
782	0.5111656342
783	0.5111613025
784	0.5111557153
785	0.511151007
786	0.5111509756
787	0.5111470519
788	0.5111433804
789	0.5111387976
790	0.511134583
791	0.5111285242
792	0.511119798
793	0.5111164707
794	0.5111168161
795	0.5111136143
796	0.5111114171
797	0.5111096278
798	0.5111074914
799	0.5111071804
800	0.5111025661
801	0.5110984218
802	0.5110943412
803	0.5110942784
804	0.5110836376
805	0.5110822869
806	0.5110778297
807	0.5110704218
808	0.511064301
809	0.5110615701
810	0.5110555686
811	0.5110555686
812	0.5110524388
813	0.5110524388
814	0.5110516551
815	0.5110450949
816	0.5110433675
817	0.5110423316
818	0.5110390358
819	0.5110321938
820	0.5110276424
821	0.5110221172
822	0.5110177227
823	0.5110110682
824	0.5110110996
825	0.5110114133
826	0.5110107542
827	0.5110039733
828	0.511003785
829	0.5110014935
830	0.5109997986
831	0.5109998927
832	0.5109951844
833	0.5109922652
834	0.5109884043
835	0.5109832878
836	0.5109832878
837	0.5109797087
838	0.5109788297
839	0.5109759752
840	0.5109752846
841	0.5109737152
842	0.5109651146
843	0.5109622268
844	0.510963041
845	0.5109526512
846	0.5109492926
847	0.5109479429
848	0.5109479115
849	0.5109447725
850	0.5109403466
851	0.5109354499
852	0.5109329702
853	0.5109303014
854	0.5109250915
855	0.5109204766
856	0.5109153916
857	0.510914136
858	0.5109111226
859	0.5109111226
860	0.510911468
861	0.5109119689
862	0.5109083278
863	0.5109039953
864	0.510904136
865	0.5108986812
866	0.5108994649
867	0.5108940974
868	0.5108858107
869	0.5108833937
870	0.5108804745
871	0.5108794388
872	0.5108773043
873	0.5108757793
874	0.5108739587
875	0.5108657975
876	0.5108636328
877	0.5108602114
878	0.5108575119
879	0.5108539022
880	0.5108455842
881	0.5108438264
882	0.5108416919
883	0.5108375486
884	0.5108349119
885	0.5108311452
886	0.5108255893
887	0.510821289
888	0.5108138812
889	0.5108037112
890	0.5108037748
891	0.5107965867
892	0.5107912506
893	0.5107887708
894	0.5107815514
895	0.5107796367
896	0.5107737983
897	0.5107701572
898	0.5107683994
899	0.5107674577
900	0.5107656705
901	0.5107639127
902	0.5107596438
903	0.5107570698
904	0.5107514826
905	0.5107504468
906	0.5107446084
907	0.5107449537
908	0.5107451106
909	0.5107428192
910	0.5107413093
911	0.5107343724
912	0.5107231038
913	0.5107204043
914	0.5107183012
915	0.5107177048
916	0.5107150631
917	0.5107128344
918	0.5107090678
919	0.5107059603
920	0.5107060858
921	0.5106983013
922	0.510699306
923	0.5106971402
924	0.510697203
925	0.5106972343
926	0.510696889
927	0.5106988352
928	0.5106970813
929	0.5106882296
930	0.5106854674
931	0.5106785625
932	0.5106766785
933	0.510676585
934	0.5106745447
935	0.51067197
936	0.5106693334
937	0.5106693334
938	0.5106669477
939	0.5106681081
940	0.5106655342
941	0.5106643414
942	0.510660198
943	0.5106590358
944	0.5106544844
945	0.5106515024
946	0.5106400141
947	0.5106369379
948	0.5106365612
949	0.5106307856
950	0.5106314417
951	0.5106291504
952	0.5106287423
953	0.5106243164
954	0.5106200475
955	0.5106166575
956	0.5106130164
957	0.5106140836
958	0.5106130221
959	0.510613336
960	0.5106077174
961	0.5106072772
962	0.5106054252
963	0.5106035732
964	0.5106005101
965	0.5105996626
966	0.5105974026
967	0.5105923176
968	0.5105912504
969	0.5105911876
970	0.5105861653
971	0.5105864173
972	0.5105863859
973	0.5105863222
974	0.5105847214
975	0.5105831519
976	0.5105816453
977	0.5105799503
978	0.5105786005
979	0.5105774391
980	0.5105735539
981	0.5105743222
982	0.5105687349
983	0.5105637754
984	0.5105634879
985	0.5105639901
986	0.5105612592
987	0.5105593131
988	0.5105584342
989	0.5105579006
990	0.510555515
991	0.5105533484
992	0.5105513081
993	0.5105496757
994	0.5105496443
995	0.5105475726
996	0.5105451242
997	0.510542989
998	0.5105413568
999	0.5105389083
